O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
Q96NY9	R-HSA-6783310	Fanconi Anemia Pathway
Q96P16	R-HSA-6807505	RNA polymerase II transcribes snRNA genes
Q96P20	R-HSA-5689901	Metalloprotease DUBs
Q96P20	R-HSA-844456	The NLRP3 inflammasome
Q96P20	R-HSA-9660826	Purinergic signaling in leishmaniasis infection
Q96P20	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses
Q96P20	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q96P20	R-HSA-9707564	Cytoprotection by HMOX1
Q96P26	R-HSA-74259	Purine catabolism
Q96P44	R-HSA-1650814	Collagen biosynthesis and modifying enzymes
Q96P44	R-HSA-8948216	Collagen chain trimerization
Q96P48	R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
Q96P48	R-HSA-8980692	RHOA GTPase cycle
Q96P48	R-HSA-9013148	CDC42 GTPase cycle
Q96P48	R-HSA-9013149	RAC1 GTPase cycle
Q96P56	R-HSA-1300642	Sperm Motility And Taxes
Q96P63	R-HSA-6798695	Neutrophil degranulation
Q96P65	R-HSA-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors
Q96P65	R-HSA-416476	G alpha (q) signalling events
Q96P68	R-HSA-373076	Class A/1 (Rhodopsin-like receptors)
Q96P68	R-HSA-418594	G alpha (i) signalling events
Q96P88	R-HSA-375281	Hormone ligand-binding receptors
Q96P88	R-HSA-416476	G alpha (q) signalling events
Q96PC2	R-HSA-1855167	Synthesis of pyrophosphates in the cytosol
Q96PC3	R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression
Q96PC3	R-HSA-2132295	MHC class II antigen presentation
Q96PC3	R-HSA-432720	Lysosome Vesicle Biogenesis
Q96PC3	R-HSA-432722	Golgi Associated Vesicle Biogenesis
Q96PC5	R-HSA-5694530	Cargo concentration in the ER
Q96PD4	R-HSA-448424	Interleukin-17 signaling
Q96PD4	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling
Q96PD4	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q96PD5	R-HSA-6803157	Antimicrobial peptides
Q96PD6	R-HSA-75109	Triglyceride biosynthesis
Q96PD7	R-HSA-1482883	Acyl chain remodeling of DAG and TAG
Q96PD7	R-HSA-75109	Triglyceride biosynthesis
Q96PD7	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
Q96PE2	R-HSA-193648	NRAGE signals death through JNK
Q96PE2	R-HSA-416482	G alpha (12/13) signalling events
Q96PE2	R-HSA-8980692	RHOA GTPase cycle
Q96PE2	R-HSA-9013026	RHOB GTPase cycle
Q96PE2	R-HSA-9013106	RHOC GTPase cycle
Q96PE3	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q96PE3	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q96PE3	R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol
Q96PE6	R-HSA-212436	Generic Transcription Pathway
Q96PE7	R-HSA-71032	Propionyl-CoA catabolism
Q96PH1	R-HSA-3299685	Detoxification of Reactive Oxygen Species
Q96PH6	R-HSA-1461957	Beta defensins
Q96PH6	R-HSA-1461973	Defensins
Q96PK6	R-HSA-8941326	RUNX2 regulates bone development
Q96PL1	R-HSA-3000480	Scavenging by Class A Receptors
Q96PL2	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
Q96PM5	R-HSA-110320	Translesion Synthesis by POLH
Q96PM5	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q96PM9	R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
Q96PM9	R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
Q96PM9	R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors
Q96PM9	R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21 
Q96PN6	R-HSA-5610787	Hedgehog 'off' state
Q96PP8	R-HSA-877300	Interferon gamma signaling
Q96PP9	R-HSA-877300	Interferon gamma signaling
Q96PQ1	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
Q96PQ6	R-HSA-212436	Generic Transcription Pathway
Q96PQ6	R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins
Q96PQ7	R-HSA-8951664	Neddylation
Q96PQ7	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q96PR1	R-HSA-1296072	Voltage gated Potassium channels
Q96PR1	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
Q96PS8	R-HSA-432047	Passive transport by Aquaporins
Q96PU4	R-HSA-3899300	SUMOylation of transcription cofactors
Q96PU5	R-HSA-162588	Budding and maturation of HIV virion
Q96PU5	R-HSA-2173788	Downregulation of TGF-beta receptor signaling
Q96PU5	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
Q96PU5	R-HSA-2672351	Stimuli-sensing channels
Q96PU5	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q96PU8	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
Q96PV0	R-HSA-5658442	Regulation of RAS by GAPs
Q96PX8	R-HSA-388844	Receptor-type tyrosine-protein phosphatases
Q96PX9	R-HSA-9013148	CDC42 GTPase cycle
Q96PY5	R-HSA-5663220	RHO GTPases Activate Formins
Q96PY5	R-HSA-9013106	RHOC GTPase cycle
Q96PY5	R-HSA-9013148	CDC42 GTPase cycle
Q96PY6	R-HSA-9861718	Regulation of pyruvate metabolism
Q96PZ0	R-HSA-6782315	tRNA modification in the nucleus and cytosol
Q96Q05	R-HSA-204005	COPII-mediated vesicle transport
Q96Q05	R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs
Q96Q06	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
Q96Q11	R-HSA-6784531	tRNA processing in the nucleus
Q96Q11	R-HSA-6785470	tRNA processing in the mitochondrion
Q96Q15	R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
Q96Q27	R-HSA-8951664	Neddylation
Q96Q27	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q96Q42	R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs
Q96Q42	R-HSA-9013149	RAC1 GTPase cycle
Q96Q80	R-HSA-382556	ABC-family proteins mediated transport
Q96Q80	R-HSA-5678895	Defective CFTR causes cystic fibrosis
Q96Q83	R-HSA-112126	ALKBH3 mediated reversal of alkylation damage
Q96Q89	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic
Q96Q89	R-HSA-983189	Kinesins
Q96Q91	R-HSA-425381	Bicarbonate transporters
Q96QB1	R-HSA-8980692	RHOA GTPase cycle
Q96QB1	R-HSA-9013026	RHOB GTPase cycle
Q96QB1	R-HSA-9013106	RHOC GTPase cycle
Q96QB1	R-HSA-9013148	CDC42 GTPase cycle
Q96QB1	R-HSA-9013149	RAC1 GTPase cycle
Q96QB1	R-HSA-9013406	RHOQ GTPase cycle
Q96QD8	R-HSA-210500	Glutamate Neurotransmitter Release Cycle
Q96QD8	R-HSA-352230	Amino acid transport across the plasma membrane
Q96QD9	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript
Q96QD9	R-HSA-72187	mRNA 3'-end processing
Q96QD9	R-HSA-73856	RNA Polymerase II Transcription Termination
Q96QE2	R-HSA-429593	Inositol transporters
Q96QF0	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
Q96QF0	R-HSA-5620916	VxPx cargo-targeting to cilium
Q96QF0	R-HSA-5620922	BBSome-mediated cargo-targeting to cilium
Q96QF0	R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs
Q96QG7	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q96QG7	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q96QG7	R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol
Q96QI5	R-HSA-2022928	HS-GAG biosynthesis
Q96QK1	R-HSA-3238698	WNT ligand biogenesis and trafficking
Q96QP1	R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation  
Q96QP1	R-HSA-9645460	Alpha-protein kinase 1 signaling pathway
Q96QT4	R-HSA-3295583	TRP channels
Q96QU1	R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea
Q96QU1	R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea
Q96QV1	R-HSA-5632681	Ligand-receptor interactions
Q96QV6	R-HSA-3214815	HDACs deacetylate histones
Q96QV6	R-HSA-3214847	HATs acetylate histones
Q96QV6	R-HSA-3214858	RMTs methylate histone arginines
Q96QV6	R-HSA-5689603	UCH proteinases
Q96QV6	R-HSA-5689880	Ub-specific processing proteases
Q96QV6	R-HSA-5689901	Metalloprotease DUBs
Q96QV6	R-HSA-9609690	HCMV Early Events
Q96QV6	R-HSA-9610379	HCMV Late Events
Q96R08	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R09	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R27	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R28	R-HSA-381753	Olfactory Signaling Pathway
Q96R28	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R30	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R45	R-HSA-381753	Olfactory Signaling Pathway
Q96R45	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R47	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R48	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R54	R-HSA-381753	Olfactory Signaling Pathway
Q96R54	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R67	R-HSA-381753	Olfactory Signaling Pathway
Q96R67	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R69	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96R72	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RA2	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RB7	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RC9	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RD0	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RD1	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RD2	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RD3	R-HSA-9752946	Expression and translocation of olfactory receptors
Q96RD6	R-HSA-112303	Electric Transmission Across Gap Junctions
Q96RD7	R-HSA-112303	Electric Transmission Across Gap Junctions
Q96RD7	R-HSA-844456	The NLRP3 inflammasome
Q96RD7	R-HSA-9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
Q96RD7	R-HSA-9856532	Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
Q96RE9	R-HSA-212436	Generic Transcription Pathway
Q96RF0	R-HSA-8856828	Clathrin-mediated endocytosis
Q96RI0	R-HSA-375276	Peptide ligand-binding receptors
Q96RI0	R-HSA-416476	G alpha (q) signalling events
Q96RI0	R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)
Q96RI1	R-HSA-159418	Recycling of bile acids and salts
Q96RI1	R-HSA-192105	Synthesis of bile acids and bile salts
Q96RI1	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
Q96RI1	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
Q96RI1	R-HSA-1989781	PPARA activates gene expression
Q96RI1	R-HSA-211976	Endogenous sterols
Q96RI8	R-HSA-375280	Amine ligand-binding receptors
Q96RI8	R-HSA-418555	G alpha (s) signalling events
Q96RI9	R-HSA-375280	Amine ligand-binding receptors
Q96RI9	R-HSA-418555	G alpha (s) signalling events
Q96RJ0	R-HSA-375280	Amine ligand-binding receptors
Q96RJ0	R-HSA-418555	G alpha (s) signalling events
Q96RJ3	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q96RJ3	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
Q96RK1	R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors
Q96RK4	R-HSA-5620922	BBSome-mediated cargo-targeting to cilium
Q96RL1	R-HSA-5689901	Metalloprotease DUBs
Q96RL1	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
Q96RL1	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
Q96RL1	R-HSA-5693607	Processing of DNA double-strand break ends
Q96RL1	R-HSA-69473	G2/M DNA damage checkpoint
Q96RL6	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
Q96RM1	R-HSA-6809371	Formation of the cornified envelope
Q96RN5	R-HSA-1989781	PPARA activates gene expression
Q96RN5	R-HSA-212436	Generic Transcription Pathway
Q96RN5	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation
Q96RN5	R-HSA-9833110	RSV-host interactions
Q96RP3	R-HSA-373080	Class B/2 (Secretin family receptors)
Q96RP8	R-HSA-1296072	Voltage gated Potassium channels
Q96RP9	R-HSA-5389840	Mitochondrial translation elongation
Q96RQ3	R-HSA-196780	Biotin transport and metabolism
Q96RQ3	R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency
Q96RQ3	R-HSA-70895	Branched-chain amino acid catabolism
Q96RQ3	R-HSA-9909438	3-Methylcrotonyl-CoA carboxylase deficiency
Q96RQ9	R-HSA-8964208	Phenylalanine metabolism
Q96RR1	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis
Q96RR1	R-HSA-9837999	Mitochondrial protein degradation
Q96RR1	R-HSA-9913635	Strand-asynchronous mitochondrial DNA replication
Q96RR4	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
Q96RR4	R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
Q96RR4	R-HSA-9619229	Activation of RAC1 downstream of NMDARs
Q96RR4	R-HSA-9619483	Activation of AMPK downstream of NMDARs
Q96RS0	R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression
Q96RS0	R-HSA-191859	snRNP Assembly
Q96RS0	R-HSA-1989781	PPARA activates gene expression
Q96RS0	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis
Q96RS0	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)
Q96RS0	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation
Q96RS0	R-HSA-400206	Regulation of lipid metabolism by PPARalpha
Q96RS0	R-HSA-9707564	Cytoprotection by HMOX1
Q96RS0	R-HSA-9707616	Heme signaling
Q96RS0	R-HSA-9931509	Expression of BMAL (ARNTL), CLOCK, and NPAS2
Q96RS0	R-HSA-9933387	RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression
Q96RT1	R-HSA-1227986	Signaling by ERBB2
Q96RT1	R-HSA-8863795	Downregulation of ERBB2 signaling
Q96RT1	R-HSA-8980692	RHOA GTPase cycle
Q96RT1	R-HSA-9013026	RHOB GTPase cycle
Q96RT1	R-HSA-9013106	RHOC GTPase cycle
Q96RT1	R-HSA-9013149	RAC1 GTPase cycle
Q96RT1	R-HSA-9013404	RAC2 GTPase cycle
Q96RT1	R-HSA-9013408	RHOG GTPase cycle
Q96RT1	R-HSA-9013423	RAC3 GTPase cycle
Q96RT1	R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2
Q96RT1	R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling
Q96RT1	R-HSA-9664565	Signaling by ERBB2 KD Mutants
Q96RT1	R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab
Q96RT1	R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib
Q96RT1	R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib
Q96RT1	R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib
Q96RT1	R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib
Q96RT1	R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib
Q96RT1	R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788
Q96RT1	R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib
Q96RT1	R-HSA-9665348	Signaling by ERBB2 ECD mutants
Q96RT1	R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants
Q96RT1	R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants
Q96RT7	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
Q96RT7	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q96RT8	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
Q96RT8	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q96RU2	R-HSA-5689880	Ub-specific processing proteases
Q96RU3	R-HSA-8856828	Clathrin-mediated endocytosis
Q96RU3	R-HSA-9013148	CDC42 GTPase cycle
Q96RU3	R-HSA-9013406	RHOQ GTPase cycle
Q96RU3	R-HSA-9013409	RHOJ GTPase cycle
Q96RU3	R-HSA-9696270	RND2 GTPase cycle
Q96RU7	R-HSA-1257604	PIP3 activates AKT signaling
Q96RU7	R-HSA-165158	Activation of AKT2
Q96RU7	R-HSA-1989781	PPARA activates gene expression
Q96RU7	R-HSA-199418	Negative regulation of the PI3K/AKT network
Q96RU7	R-HSA-389357	CD28 dependent PI3K/Akt signaling
Q96RU7	R-HSA-5218920	VEGFR2 mediated vascular permeability
Q96RU7	R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency
Q96RU7	R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency
Q96RU8	R-HSA-9031628	NGF-stimulated transcription
Q96RY7	R-HSA-5610787	Hedgehog 'off' state
Q96RY7	R-HSA-5620924	Intraflagellar transport
Q96S06	R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes
Q96S15	R-HSA-9639288	Amino acids regulate mTORC1
Q96S21	R-HSA-8873719	RAB geranylgeranylation
Q96S37	R-HSA-561048	Organic anion transport
Q96S37	R-HSA-5619071	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)
Q96S42	R-HSA-1181150	Signaling by NODAL
Q96S42	R-HSA-1433617	Regulation of signaling by NODAL
Q96S44	R-HSA-6782315	tRNA modification in the nucleus and cytosol
Q96S44	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q96S52	R-HSA-162791	Attachment of GPI anchor to uPAR
Q96S59	R-HSA-373760	L1CAM interactions
Q96S59	R-HSA-5673001	RAF/MAP kinase cascade
Q96S59	R-HSA-8851805	MET activates RAS signaling
Q96S59	R-HSA-9861718	Regulation of pyruvate metabolism
Q96SA4	R-HSA-977347	Serine metabolism
Q96SB4	R-HSA-9694631	Maturation of nucleoprotein
Q96SB4	R-HSA-9821993	Replacement of protamines by nucleosomes in the male pronucleus
Q96SB8	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
Q96SD1	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
Q96SE7	R-HSA-212436	Generic Transcription Pathway
Q96SI1	R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors
Q96SK3	R-HSA-212436	Generic Transcription Pathway
Q96SL4	R-HSA-3299685	Detoxification of Reactive Oxygen Species
Q96SN7	R-HSA-139853	Elevation of cytosolic Ca2+ levels
Q96SN7	R-HSA-5578775	Ion homeostasis
Q96SN7	R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
Q96SN8	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
Q96SN8	R-HSA-380259	Loss of Nlp from mitotic centrosomes
Q96SN8	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
Q96SN8	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome
Q96SN8	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q96SN8	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
Q96SN8	R-HSA-8854518	AURKA Activation by TPX2
Q96SQ5	R-HSA-212436	Generic Transcription Pathway
Q96SQ9	R-HSA-211958	Miscellaneous substrates
Q96SQ9	R-HSA-211981	Xenobiotics
Q96SQ9	R-HSA-211999	CYP2E1 reactions
Q96SR6	R-HSA-212436	Generic Transcription Pathway
Q96SR6	R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins
Q96ST2	R-HSA-112382	Formation of RNA Pol II elongation complex 
Q96ST2	R-HSA-674695	RNA Polymerase II Pre-transcription Events
Q96ST2	R-HSA-75955	RNA Polymerase II Transcription Elongation
Q96ST3	R-HSA-3899300	SUMOylation of transcription cofactors
Q96ST3	R-HSA-400206	Regulation of lipid metabolism by PPARalpha
Q96ST3	R-HSA-427413	NoRC negatively regulates rRNA expression
Q96ST3	R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
Q96ST3	R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA
Q96ST3	R-HSA-9022692	Regulation of MECP2 expression and activity
Q96ST3	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
Q96ST3	R-HSA-9022702	MECP2 regulates transcription of neuronal ligands
Q96ST3	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes
Q96ST3	R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling
Q96ST3	R-HSA-9707564	Cytoprotection by HMOX1
Q96ST3	R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis
Q96ST3	R-HSA-9825892	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
Q96ST3	R-HSA-983231	Factors involved in megakaryocyte development and platelet production
Q96ST8	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
Q96SU4	R-HSA-192105	Synthesis of bile acids and bile salts
Q96SW2	R-HSA-9679191	Potential therapeutics for SARS
Q96SY0	R-HSA-6807505	RNA polymerase II transcribes snRNA genes
Q96SZ4	R-HSA-452723	Transcriptional regulation of pluripotent stem cells
Q96SZ5	R-HSA-1614558	Degradation of cysteine and homocysteine
Q96T21	R-HSA-2408557	Selenocysteine synthesis
Q96T23	R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere
Q96T51	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q96T53	R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin
Q96T54	R-HSA-1299361	TWIK-related alkaline pH activated K+ channel (TALK)
Q96T54	R-HSA-5576886	Phase 4 - resting membrane potential
Q96T55	R-HSA-1299361	TWIK-related alkaline pH activated K+ channel (TALK)
Q96T55	R-HSA-5576886	Phase 4 - resting membrane potential
Q96T58	R-HSA-9013422	RHOBTB1 GTPase cycle
Q96T60	R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
Q96T66	R-HSA-196807	Nicotinate metabolism
Q96T68	R-HSA-3214841	PKMTs methylate histone lysines
Q96T76	R-HSA-2564830	Cytosolic iron-sulfur cluster assembly
Q96T83	R-HSA-425986	Sodium/Proton exchangers
Q96T88	R-HSA-5334118	DNA methylation
Q96T88	R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)
Q96T91	R-HSA-375281	Hormone ligand-binding receptors
Q96T91	R-HSA-418555	G alpha (s) signalling events
Q96TA2	R-HSA-8949664	Processing of SMDT1
Q96TA2	R-HSA-9837999	Mitochondrial protein degradation
Q96TA2	R-HSA-9840373	Cellular response to mitochondrial stress
Q98325	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand
Q99062	R-HSA-449836	Other interleukin signaling
Q99062	R-HSA-9616222	Transcriptional regulation of granulopoiesis
Q99062	R-HSA-9674555	Signaling by CSF3 (G-CSF)
Q99062	R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling
Q99075	R-HSA-1227986	Signaling by ERBB2
Q99075	R-HSA-1236394	Signaling by ERBB4
Q99075	R-HSA-1250196	SHC1 events in ERBB2 signaling
Q99075	R-HSA-1250342	PI3K events in ERBB4 signaling
Q99075	R-HSA-1250347	SHC1 events in ERBB4 signaling
Q99075	R-HSA-1251985	Nuclear signaling by ERBB4
Q99075	R-HSA-1257604	PIP3 activates AKT signaling
Q99075	R-HSA-177929	Signaling by EGFR
Q99075	R-HSA-179812	GRB2 events in EGFR signaling
Q99075	R-HSA-180292	GAB1 signalosome
Q99075	R-HSA-180336	SHC1 events in EGFR signaling
Q99075	R-HSA-182971	EGFR downregulation
Q99075	R-HSA-1963640	GRB2 events in ERBB2 signaling
Q99075	R-HSA-1963642	PI3K events in ERBB2 signaling
Q99075	R-HSA-212718	EGFR interacts with phospholipase C-gamma
Q99075	R-HSA-2179392	EGFR Transactivation by Gastrin
Q99075	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
Q99075	R-HSA-5336415	Uptake and function of diphtheria toxin
Q99075	R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR
Q99075	R-HSA-5673001	RAF/MAP kinase cascade
Q99075	R-HSA-6785631	ERBB2 Regulates Cell Motility
Q99075	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
Q99075	R-HSA-8847993	ERBB2 Activates PTK6 Signaling
Q99075	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis
Q99075	R-HSA-8856828	Clathrin-mediated endocytosis
Q99075	R-HSA-8857538	PTK6 promotes HIF1A stabilization
Q99075	R-HSA-8863795	Downregulation of ERBB2 signaling
Q99075	R-HSA-9009391	Extra-nuclear estrogen signaling
Q99075	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling
Q99075	R-HSA-9664565	Signaling by ERBB2 KD Mutants
Q99075	R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants
Q99081	R-HSA-525793	Myogenesis
Q99081	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
Q99081	R-HSA-9031628	NGF-stimulated transcription
Q99081	R-HSA-9839394	TGFBR3 expression
Q99102	R-HSA-5083625	Defective GALNT3 causes HFTC
Q99102	R-HSA-5083632	Defective C1GALT1C1 causes TNPS
Q99102	R-HSA-5083636	Defective GALNT12 causes CRCS1
Q99102	R-HSA-5621480	Dectin-2 family
Q99102	R-HSA-913709	O-linked glycosylation of mucins
Q99102	R-HSA-977068	Termination of O-glycan biosynthesis
Q99217	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
Q99217	R-HSA-8957275	Post-translational protein phosphorylation
Q99250	R-HSA-445095	Interaction between L1 and Ankyrins
Q99250	R-HSA-5576892	Phase 0 - rapid depolarisation
Q99250	R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste
Q99259	R-HSA-888568	GABA synthesis
Q99259	R-HSA-888590	GABA synthesis, release, reuptake and degradation
Q99259	R-HSA-9022927	MECP2 regulates transcription of genes involved in GABA signaling
Q99418	R-HSA-6811438	Intra-Golgi traffic
Q99424	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
Q99424	R-HSA-389887	Beta-oxidation of pristanoyl-CoA
Q99424	R-HSA-9033241	Peroxisomal protein import
Q99426	R-HSA-389977	Post-chaperonin tubulin folding pathway
Q99435	R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO
Q99436	R-HSA-1169091	Activation of NF-kappaB in B cells
Q99436	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
Q99436	R-HSA-1236974	ER-Phagosome pathway
Q99436	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)
