pathway,pathwayName
reactome:Pathway779,Dissolution of Fibrin Clot
reactome:Pathway439,Antigen processing-Cross presentation
reactome:Pathway2159,RMTs methylate histone arginines
reactome:Pathway782,PECAM1 interactions
reactome:Pathway1849,MET activates PI3K/AKT signaling
reactome:Pathway2289,Regulation of necroptotic cell death
reactome:Pathway377,Phase I - Functionalization of compounds
reactome:Pathway732,Nucleosome assembly
reactome:Pathway708,Separation of Sister Chromatids
reactome:Pathway606,NIK-->noncanonical NF-kB signaling
reactome:Pathway2587,Response of EIF2AK1 (HRI) to heme deficiency
reactome:Pathway825,Synthesis of diphthamide-EEF2
reactome:Pathway1038,Signaling by AMER1 mutants
reactome:Pathway1166,Defective Mismatch Repair Associated With MSH3
reactome:Pathway590,IL-6-type cytokine receptor ligand interactions
reactome:Pathway2150,Scavenging by Class B Receptors
reactome:Pathway2056,RHOH GTPase cycle
reactome:Pathway546,Dectin-2 family
reactome:Pathway812,Prefoldin mediated transfer of substrate  to CCT/TriC
reactome:Pathway1461,Toxicity of botulinum toxin type A (botA)
reactome:Pathway1106,ponatinib-resistant FLT3 mutants
reactome:Pathway1995,Signaling by Nuclear Receptors
reactome:Pathway387,Miscellaneous substrates
reactome:Pathway1960,Signaling by WNT
reactome:Pathway2477,RUNX1 regulates transcription of genes involved in interleukin signaling
reactome:Pathway856,O-glycosylation of TSR domain-containing proteins
reactome:Pathway1011,Signaling by NOTCH1 HD Domain Mutants in Cancer
reactome:Pathway1739,FGFR2b ligand binding and activation
reactome:Pathway2281,Breakdown of the nuclear lamina
reactome:Pathway1644,CD163 mediating an anti-inflammatory response
reactome:Pathway1438,Defective APRT disrupts adenine salvage
reactome:Pathway1866,TGF-beta receptor signaling activates SMADs
reactome:Pathway94,Pentose phosphate pathway
reactome:Pathway335,Histidine catabolism
reactome:Pathway1416,Defective LARGE causes MDDGA6 and MDDGB6
reactome:Pathway214,Bile acid and bile salt metabolism
reactome:Pathway1653,MyD88 deficiency (TLR5)
reactome:Pathway1580,Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC)
reactome:Pathway2066,RHO GTPases activate KTN1
reactome:Pathway1294,MPS VI - Maroteaux-Lamy syndrome
reactome:Pathway17,Clearance of dopamine
reactome:Pathway40,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
reactome:Pathway2730,Nonhomologous End-Joining (NHEJ)
reactome:Pathway872,SUMOylation of ubiquitinylation proteins
reactome:Pathway787,Translation
reactome:Pathway2261,Activation of NOXA and translocation to mitochondria
reactome:Pathway2300,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
reactome:Pathway2405,Atorvastatin ADME
reactome:Pathway1312,RPIA deficiency: failed conversion of R5P to RU5P
reactome:Pathway843,ER Quality Control Compartment (ERQC)
reactome:Pathway933,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
reactome:Pathway1088,Signaling by PDGFRA extracellular domain mutants
reactome:Pathway847,COPII-mediated vesicle transport
reactome:Pathway1793,Activated NTRK2 signals through PI3K
reactome:Pathway1936,G beta:gamma signalling through PI3Kgamma
reactome:Pathway977,FGFR2 mutant receptor activation
reactome:Pathway1437,Nucleotide salvage defects
reactome:Pathway47,Negative regulation of NMDA receptor-mediated neuronal transmission
reactome:Pathway2028,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
reactome:Pathway279,Succinyl-CoA Biosynthesis
reactome:Pathway150,Carnitine shuttle
reactome:Pathway1187,Impaired BRCA2 binding to SEM1 (DSS1)
reactome:Pathway250,Biosynthesis of DPAn-3-derived protectins and resolvins
reactome:Pathway1050,XAV939 stabilizes AXIN
reactome:Pathway541,C-type lectin receptors (CLRs)
reactome:Pathway857,O-linked glycosylation of mucins
reactome:Pathway1696,Defective F9 secretion
reactome:Pathway753,Elevation of cytosolic Ca2+ levels
reactome:Pathway1319,Defective CBLIF causes IFD
reactome:Pathway2548,Epigenetic regulation of gene expression
reactome:Pathway1745,PI-3K cascade:FGFR2
reactome:Pathway2012,RAF/MAP kinase cascade
reactome:Pathway1271,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
reactome:Pathway911,pre-mRNA splicing
reactome:Pathway2338,Regulation of cortical dendrite branching
reactome:Pathway1210,Defective ABCG8 causes GBD4 and sitosterolemia
reactome:Pathway1261,Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)
reactome:Pathway1812,SOS-mediated signalling
reactome:Pathway265,Insulin effects increased synthesis of Xylulose-5-Phosphate
reactome:Pathway1433,Defective ACTH causes obesity and POMCD
reactome:Pathway255,Regulation of insulin secretion
reactome:Pathway431,Downstream signaling events of B Cell Receptor (BCR)
reactome:Pathway1347,Defective CYP27B1 causes VDDR1A
reactome:Pathway1527,Budding and maturation of HIV virion
reactome:Pathway1397,Defective ALG3 causes CDG-1d
reactome:Pathway1254,Defective SLC3A1 causes cystinuria (CSNU)
reactome:Pathway1560,Inhibition of IFN-beta
reactome:Pathway371,Regulation of thyroid hormone activity
reactome:Pathway1770,Activation of TRKA receptors
reactome:Pathway1598,Early SARS-CoV-2 Infection Events
reactome:Pathway544,Dectin-1 mediated noncanonical NF-kB signaling
reactome:Pathway2247,VLDLR internalisation and degradation
reactome:Pathway788,tRNA Aminoacylation
reactome:Pathway1536,Interactions of Tat with host cellular proteins
reactome:Pathway116,Rhesus blood group biosynthesis
reactome:Pathway909,Processing of Capped Intron-Containing Pre-mRNA
reactome:Pathway1218,"Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)"
reactome:Pathway601,Other interleukin signaling
reactome:Pathway1532,Interactions of Rev with host cellular proteins
reactome:Pathway1155,Defective pyroptosis
reactome:Pathway1249,Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)
reactome:Pathway1928,Adenylate cyclase activating pathway
reactome:Pathway2164,Assembly of collagen fibrils and other multimeric structures
reactome:Pathway2672,Transcriptional activation of mitochondrial biogenesis
reactome:Pathway1285,Mucopolysaccharidoses
reactome:Pathway636,G2/M DNA replication checkpoint
reactome:Pathway2003,LXR-mediated signaling
reactome:Pathway44,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
reactome:Pathway1749,FGFR3b ligand binding and activation
reactome:Pathway1920,Ca-dependent events
reactome:Pathway393,Ethanol oxidation
reactome:Pathway2595,NFE2L2 regulating MDR associated enzymes
reactome:Pathway1009,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
reactome:Pathway2602,Cytoprotection by HMOX1
reactome:Pathway2637,Expression and translocation of olfactory receptors
reactome:Pathway2591,Nuclear events mediated by NFE2L2
reactome:Pathway1032,Signaling by APC mutants
reactome:Pathway848,COPI-mediated anterograde transport
reactome:Pathway2061,RHO GTPases Activate ROCKs
reactome:Pathway2083,PTK6 Regulates Proteins Involved in RNA Processing
reactome:Pathway2653,Striated Muscle Contraction
reactome:Pathway891,Post-translational protein phosphorylation
reactome:Pathway632,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A
reactome:Pathway1280,"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)"
reactome:Pathway1523,Assembly Of The HIV Virion
reactome:Pathway1265,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
reactome:Pathway486,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)"
reactome:Pathway2518,NPAS4 regulates expression of target genes
reactome:Pathway287,Mitochondrial Uncoupling
reactome:Pathway237,Biosynthesis of E-series 18(R)-resolvins
reactome:Pathway1834,Downregulation of ERBB2 signaling
reactome:Pathway1582,Replication of the SARS-CoV-1 genome
reactome:Pathway2387,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence"
reactome:Pathway537,FCERI mediated MAPK activation
reactome:Pathway1545,Influenza Infection
reactome:Pathway1767,Expression and Processing of Neurotrophins
reactome:Pathway2048,RHOQ GTPase cycle
reactome:Pathway1662,Diseases of the neuronal system
reactome:Pathway2169,Molecules associated with elastic fibres
reactome:Pathway562,Interferon gamma signaling
reactome:Pathway2693,Resolution of Abasic Sites (AP sites)
reactome:Pathway824,Hypusinylation
reactome:Pathway108,Chondroitin sulfate/dermatan sulfate metabolism
reactome:Pathway942,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
reactome:Pathway1621,SARS-CoV-2 targets host intracellular signalling and regulatory pathways
reactome:Pathway2195,Proton-coupled neutral amino acid transporters
reactome:Pathway2540,Mitochondrial transcription termination
reactome:Pathway1213,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)
reactome:Pathway2186,Bicarbonate transporters
reactome:Pathway285,Malate-aspartate shuttle
reactome:Pathway899,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
reactome:Pathway1821,VEGFR2 mediated vascular permeability
reactome:Pathway2413,Nectin/Necl  trans heterodimerization
reactome:Pathway946,Major pathway of rRNA processing in the nucleolus and cytosol
reactome:Pathway1531,Vpr-mediated nuclear import of PICs
reactome:Pathway1776,Signalling to p38 via RIT and RIN
reactome:Pathway670,Polymerase switching
reactome:Pathway1678,Loss of function of MECP2 in Rett syndrome
reactome:Pathway1562,Export of Viral Ribonucleoproteins from Nucleus
reactome:Pathway2457,Regulation of TP53 Degradation
reactome:Pathway1279,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)"
reactome:Pathway22,Neurotransmitter uptake and metabolism In glial cells
reactome:Pathway2276,SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes
reactome:Pathway819,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation"
reactome:Pathway952,tRNA modification in the nucleus and cytosol
reactome:Pathway2448,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
reactome:Pathway528,Regulation of innate immune responses to cytosolic DNA
reactome:Pathway2714,Reversible DNA damage induced by alkylating chemotherapeutic drugs
reactome:Pathway306,Vitamin C (ascorbate) metabolism
reactome:Pathway241,Biosynthesis of protectins
reactome:Pathway473,Toll Like Receptor 7/8 (TLR7/8) Cascade
reactome:Pathway838,Synthesis of dolichyl-phosphate-glucose
reactome:Pathway1665,Defective visual phototransduction due to STRA6 loss of function
reactome:Pathway1357,Defective GSS causes GSS deficiency
reactome:Pathway2624,Autophagy
reactome:Pathway1503,Integration of provirus
reactome:Pathway2400,Aspirin ADME
reactome:Pathway193,Synthesis of PIPs at the plasma membrane
reactome:Pathway524,IRF3-mediated induction of type I IFN
reactome:Pathway1366,Diseases associated with surfactant metabolism
reactome:Pathway402,Glutathione synthesis and recycling
reactome:Pathway1252,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)
reactome:Pathway2727,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
reactome:Pathway1184,Defective DNA double strand break response due to BARD1 loss of function
reactome:Pathway1352,Defective CYP7B1 causes SPG5A and CBAS3
reactome:Pathway224,Androgen biosynthesis
reactome:Pathway2126,COPI-independent Golgi-to-ER retrograde traffic
reactome:Pathway2033,Regulation of PTEN localization
reactome:Pathway2444,TP53 Regulates Transcription of Cell Death Genes
reactome:Pathway2180,Transport of small molecules
reactome:Pathway1441,Diseases of mitochondrial beta oxidation
reactome:Pathway1287,MPS II - Hunter syndrome
reactome:Pathway1066,Signaling by RAF1 mutants
reactome:Pathway1943,Expression of NOTCH2NL genes
reactome:Pathway163,Alpha-oxidation of phytanate
reactome:Pathway1914,GPER1 signaling
reactome:Pathway1558,Inhibition of Host mRNA Processing and RNA Silencing
reactome:Pathway2699,POLB-Dependent Long Patch Base Excision Repair
reactome:Pathway2418,Regulation of CDH11 mRNA translation by microRNAs
reactome:Pathway2654,Smooth Muscle Contraction
reactome:Pathway2685,Depurination
reactome:Pathway1200,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome"
reactome:Pathway424,CD28 dependent Vav1 pathway
reactome:Pathway167,Triglyceride biosynthesis
reactome:Pathway1415,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3"
reactome:Pathway1637,FCGR3A-mediated phagocytosis
reactome:Pathway565,Antiviral mechanism by IFN-stimulated genes
reactome:Pathway1226,Defective SLC1A3 causes episodic ataxia 6 (EA6)
reactome:Pathway2393,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
reactome:Pathway2091,Death Receptor Signaling
reactome:Pathway1003,Drug resistance in ERBB2 TMD/JMD mutants
reactome:Pathway1459,Uptake and actions of bacterial toxins
reactome:Pathway2018,Regulation of RAS by GAPs
reactome:Pathway2466,TFAP2 (AP-2) family regulates transcription of other transcription factors
reactome:Pathway1763,SHC-mediated cascade:FGFR4
reactome:Pathway2736,Gap-filling DNA repair synthesis and ligation in GG-NER
reactome:Pathway2422,Tight junction interactions
reactome:Pathway1567,"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"
reactome:Pathway1361,Defective SLC35D1 causes SCHBCKD
reactome:Pathway1589,Maturation of protein M
reactome:Pathway1704,Defective VWF cleavage by ADAMTS13 variant
reactome:Pathway1379,Defective CHSY1 causes TPBS
reactome:Pathway1004,PI3K/AKT Signaling in Cancer
reactome:Pathway1709,Digestion of dietary lipid
reactome:Pathway2723,Homologous DNA Pairing and Strand Exchange
reactome:Pathway1876,TGFBR3 expression
reactome:Pathway1831,GRB7 events in ERBB2 signaling
reactome:Pathway2395,"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
reactome:Pathway699,Depolymerization of the Nuclear Lamina
reactome:Pathway2106,p75NTR signals via NF-kB
reactome:Pathway2196,Proton/oligopeptide cotransporters
reactome:Pathway3,Electric Transmission Across Gap Junctions
reactome:Pathway2267,Activation and oligomerization of BAK protein
reactome:Pathway432,Activation of NF-kappaB in B cells
reactome:Pathway455,TAK1-dependent IKK and NF-kappa-B activation
reactome:Pathway246,Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)
reactome:Pathway2609,ATF6 (ATF6-alpha) activates chaperones
reactome:Pathway2340,Activation of RAC1
reactome:Pathway2535,RNA Polymerase III Transcription Initiation From Type 3 Promoter
reactome:Pathway727,APC/C:Cdc20 mediated degradation of Securin
reactome:Pathway2363,Formation of the nephric duct
reactome:Pathway2718,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
reactome:Pathway1780,PLC-gamma1 signalling
reactome:Pathway86,Glycolysis
reactome:Pathway1495,HIV Infection
reactome:Pathway1148,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects
reactome:Pathway1029,TGFBR1 LBD Mutants in Cancer
reactome:Pathway532,Regulation of actin dynamics for phagocytic cup formation
reactome:Pathway1541,Nef mediated downregulation of MHC class I complex cell surface expression
reactome:Pathway683,Centrosome maturation
reactome:Pathway2396,RORA activates gene expression
reactome:Pathway1901,Nucleotide-like (purinergic) receptors
reactome:Pathway1642,Leishmania parasite growth and survival
reactome:Pathway1693,Defective cofactor function of FVIIIa variant
reactome:Pathway1041,Signaling by CTNNB1 phospho-site mutants
reactome:Pathway1089,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins
reactome:Pathway1857,Negative regulation of MET activity
reactome:Pathway1291,MPS IIID - Sanfilippo syndrome D
reactome:Pathway1911,Class C/3 (Metabotropic glutamate/pheromone receptors)
reactome:Pathway1789,NTF3 activates NTRK2 (TRKB) signaling
reactome:Pathway24,Neurotransmitter receptors and postsynaptic signal transmission
reactome:Pathway2234,Chylomicron assembly
reactome:Pathway2552,B-WICH complex positively regulates rRNA expression
reactome:Pathway2368,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
reactome:Pathway2238,Assembly of active LPL and LIPC lipase complexes
reactome:Pathway1955,NOTCH3 Intracellular Domain Regulates Transcription
reactome:Pathway137,Synthesis of very long-chain fatty acyl-CoAs
reactome:Pathway2315,Regulation of signaling by NODAL
reactome:Pathway1657,TRAF3 deficiency - HSE
reactome:Pathway612,Signaling by CSF3 (G-CSF)
reactome:Pathway898,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"
reactome:Pathway2202,Metal ion SLC transporters
reactome:Pathway575,Interleukin-33 signaling
reactome:Pathway2542,MicroRNA (miRNA) biogenesis
reactome:Pathway974,Signaling by cytosolic FGFR1 fusion mutants
reactome:Pathway2658,Phase 1 - inactivation of fast Na+ channels
reactome:Pathway1082,Sorafenib-resistant KIT mutants
reactome:Pathway67,Voltage gated Potassium channels
reactome:Pathway1141,Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations
reactome:Pathway1139,Defective Inhibition of DNA Recombination at Telomere
reactome:Pathway2354,Ephrin signaling
reactome:Pathway129,IPs transport between nucleus and ER lumen
reactome:Pathway1163,Diseases of Mismatch Repair (MMR)
reactome:Pathway2608,Unfolded Protein Response (UPR)
reactome:Pathway1540,Nef mediated downregulation of CD28 cell surface expression
reactome:Pathway447,Butyrophilin (BTN) family interactions
reactome:Pathway2492,RUNX3 regulates CDKN1A transcription
reactome:Pathway404,Conjugation of carboxylic acids
reactome:Pathway1891,Amine ligand-binding receptors
reactome:Pathway1311,RPIA deficiency: failed conversion of RU5P to R5P
reactome:Pathway536,Fc epsilon receptor (FCERI) signaling
reactome:Pathway2527,Formation of RNA Pol II elongation complex
reactome:Pathway1603,SARS-CoV-2 Genome Replication and Transcription
reactome:Pathway2212,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
reactome:Pathway133,PPARA activates gene expression
reactome:Pathway1160,Loss of Function of TP53 in Cancer
reactome:Pathway1736,Signaling by FGFR2
reactome:Pathway294,Pyrimidine biosynthesis
reactome:Pathway208,Metabolism of steroids
reactome:Pathway1680,Loss of phosphorylation of MECP2 at T308
reactome:Pathway818,Post-translational protein modification
reactome:Pathway1879,TGFBR3 regulates activin signaling
reactome:Pathway666,CDK-mediated phosphorylation and removal of Cdc6
reactome:Pathway1595,SARS-CoV-1 modulates host translation machinery
reactome:Pathway70,TWIK related potassium channel (TREK)
reactome:Pathway1977,PCP/CE pathway
reactome:Pathway1843,IGF1R signaling cascade
reactome:Pathway661,Cyclin A:Cdk2-associated events at S phase entry
reactome:Pathway1933,EGFR Transactivation by Gastrin
reactome:Pathway2449,TP53 Regulates Transcription of Cell Cycle Genes
reactome:Pathway1369,Defective pro-SFTPB causes SMDP1 and RDS
reactome:Pathway1262,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
reactome:Pathway2514,Transcriptional Regulation by NPAS4
reactome:Pathway2187,Sodium/Calcium exchangers
reactome:Pathway1321,Defective CUBN causes MGA1
reactome:Pathway89,Fructose metabolism
reactome:Pathway1424,Defective SRD5A3 causes CDG-1q and KHRZ
reactome:Pathway2530,RNA Polymerase III Transcription
reactome:Pathway151,Mitochondrial Fatty Acid Beta-Oxidation
reactome:Pathway1259,Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)
reactome:Pathway103,Keratan sulfate degradation
reactome:Pathway322,Metabolism of vitamin K
reactome:Pathway2294,M-decay: degradation of maternal mRNAs by maternally stored factors
reactome:Pathway1018,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
reactome:Pathway1002,Signaling by ERBB2 TMD/JMD mutants
reactome:Pathway2549,PRC2 methylates histones and DNA
reactome:Pathway469,"TICAM1, RIP1-mediated IKK complex recruitment"
reactome:Pathway1396,Defective RFT1 causes CDG-1n
reactome:Pathway99,Hyaluronan uptake and degradation
reactome:Pathway1486,Latent infection - Other responses of Mtb to phagocytosis
reactome:Pathway474,MyD88 dependent cascade initiated on endosome
reactome:Pathway356,Selenocysteine synthesis
reactome:Pathway1496,HIV Life Cycle
reactome:Pathway1154,Microbial modulation of RIPK1-mediated regulated necrosis
reactome:Pathway2167,Fibronectin matrix formation
reactome:Pathway313,Uptake of dietary cobalamins into enterocytes
reactome:Pathway2111,Axonal growth stimulation
reactome:Pathway2042,RAC1 GTPase cycle
reactome:Pathway2427,Type I hemidesmosome assembly
reactome:Pathway2133,Transport of connexins along the secretory pathway
reactome:Pathway746,Meiotic synapsis
reactome:Pathway2301,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation"
reactome:Pathway1095,Regorafenib-resistant PDGFR mutants
reactome:Pathway1883,Class A/1 (Rhodopsin-like receptors)
reactome:Pathway718,Phosphorylation of Emi1
reactome:Pathway1456,3-hydroxyisobutyryl-CoA hydrolase deficiency
reactome:Pathway1982,Signaling by Hippo
reactome:Pathway1898,Eicosanoid ligand-binding receptors
reactome:Pathway1619,SARS-CoV-2 modulates autophagy
reactome:Pathway1447,Loss-of-function mutations in DBT cause MSUD2
reactome:Pathway887,RAB geranylgeranylation
reactome:Pathway1674,Retinoid metabolism disease events
reactome:Pathway2575,Cellular response to heat stress
reactome:Pathway2051,RHOD GTPase cycle
reactome:Pathway281,Respiratory electron transport
reactome:Pathway2142,Endosomal Sorting Complex Required For Transport (ESCRT)
reactome:Pathway1245,Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
reactome:Pathway1482,Blockage of phagosome acidification
reactome:Pathway2245,LDL clearance
reactome:Pathway2242,Plasma lipoprotein clearance
reactome:Pathway1478,Inhibition of membrane repair
reactome:Pathway1388,Defective ST3GAL3 causes MCT12 and EIEE15
reactome:Pathway1897,Hormone ligand-binding receptors
reactome:Pathway58,Potassium Channels
reactome:Pathway2721,Processing of DNA double-strand break ends
reactome:Pathway1884,Peptide ligand-binding receptors
reactome:Pathway171,Synthesis of PA
reactome:Pathway232,Ketone body catabolism
reactome:Pathway1344,Defective CYP26B1 causes RHFCA
reactome:Pathway1474,InlB-mediated entry of Listeria monocytogenes into host cell
reactome:Pathway2039,RHOA GTPase cycle
reactome:Pathway181,Acyl chain remodelling of PS
reactome:Pathway2616,CREB3 factors activate genes
reactome:Pathway1309,Essential pentosuria
reactome:Pathway2663,Reproduction
reactome:Pathway1677,Pervasive developmental disorders
reactome:Pathway2323,Sema4D induced cell migration and growth-cone collapse
reactome:Pathway804,Eukaryotic Translation Termination
reactome:Pathway1098,Signaling by FLT3 ITD and TKD mutants
reactome:Pathway765,Platelet Aggregation (Plug Formation)
reactome:Pathway2306,Formation of intermediate mesoderm
reactome:Pathway2483,Transcriptional regulation by RUNX2
reactome:Pathway1132,Aberrant regulation of mitotic cell cycle due to RB1 defects
reactome:Pathway1861,MDK and PTN in ALK signaling
reactome:Pathway1053,Hh mutants are degraded by ERAD
reactome:Pathway2172,Syndecan interactions
reactome:Pathway369,Catecholamine biosynthesis
reactome:Pathway1969,Binding of TCF/LEF:CTNNB1 to target gene promoters
reactome:Pathway1519,Pausing and recovery of HIV elongation
reactome:Pathway331,Glutamate and glutamine metabolism
reactome:Pathway693,Golgi Cisternae Pericentriolar Stack Reorganization
reactome:Pathway83,Glycogen breakdown (glycogenolysis)
reactome:Pathway1464,Toxicity of tetanus toxin (tetX)
reactome:Pathway1423,Defective DHDDS causes RP59
reactome:Pathway990,Constitutive Signaling by Overexpressed ERBB2
reactome:Pathway2145,RAB GEFs exchange GTP for GDP on RABs
reactome:Pathway2350,NrCAM interactions
reactome:Pathway2285,Regulation of activated PAK-2p34 by proteasome mediated degradation
reactome:Pathway741,Removal of the Flap Intermediate from the C-strand
reactome:Pathway1973,Regulation of FZD by ubiquitination
reactome:Pathway571,Interleukin-1 family signaling
reactome:Pathway1401,Defective ALG6 causes CDG-1c
reactome:Pathway2218,Vasopressin regulates renal water homeostasis via Aquaporins
reactome:Pathway2607,Amino acids regulate mTORC1
reactome:Pathway2205,Zinc influx into cells by the SLC39 gene family
reactome:Pathway1302,GSD II
reactome:Pathway361,Creatine metabolism
reactome:Pathway2314,Signaling by NODAL
reactome:Pathway704,EML4 and NUDC in mitotic spindle formation
reactome:Pathway260,Intracellular metabolism of fatty acids regulates insulin secretion
reactome:Pathway1045,CTNNB1 S33 mutants aren't phosphorylated
reactome:Pathway1909,Calcitonin-like ligand receptors
reactome:Pathway423,CD28 dependent PI3K/Akt signaling
reactome:Pathway189,PI Metabolism
reactome:Pathway811,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
reactome:Pathway1258,"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)"
reactome:Pathway2211,"Transport of vitamins, nucleosides, and related molecules"
reactome:Pathway1648,Diseases of Immune System
reactome:Pathway12,"GABA synthesis, release, reuptake and degradation"
reactome:Pathway365,Interconversion of polyamines
reactome:Pathway1611,Maturation of protein E
reactome:Pathway1330,Defects in biotin (Btn) metabolism
reactome:Pathway2631,Lipophagy
reactome:Pathway254,Integration of energy metabolism
reactome:Pathway1334,Defective ACY1 causes encephalopathy
reactome:Pathway2209,Organic cation transport
reactome:Pathway2638,Visual phototransduction
reactome:Pathway568,PKR-mediated signaling
reactome:Pathway503,Terminal pathway of complement
reactome:Pathway1758,FGFR4 ligand binding and activation
reactome:Pathway584,Interleukin receptor SHC signaling
reactome:Pathway785,Kinesins
reactome:Pathway320,Molybdenum cofactor biosynthesis
reactome:Pathway259,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion
reactome:Pathway311,Vitamin B6 activation to pyridoxal phosphate
reactome:Pathway540,Role of LAT2/NTAL/LAB on calcium mobilization
reactome:Pathway52,Presynaptic function of Kainate receptors
reactome:Pathway496,Initial triggering of complement
reactome:Pathway2505,MECP2 regulates transcription factors
reactome:Pathway2431,RNA Polymerase I Transcription
reactome:Pathway1217,Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)
reactome:Pathway456,Regulation of NF-kappa B signaling
reactome:Pathway1360,Defective MAT1A causes MATD
reactome:Pathway1825,Regulation of KIT signaling
reactome:Pathway1303,GSD IV
reactome:Pathway581,Interleukin-9 signaling
reactome:Pathway1114,linifanib-resistant FLT3 mutants
reactome:Pathway648,G1 Phase
reactome:Pathway645,G0 and Early G1
reactome:Pathway1940,Signaling by NOTCH
reactome:Pathway766,Integrin signaling
reactome:Pathway1550,Transport of Ribonucleoproteins into the Host Nucleus
reactome:Pathway2415,Regulation of Expression and Function of Type II Classical Cadherins
reactome:Pathway1374,Diseases of glycosylation
reactome:Pathway264,PKA-mediated phosphorylation of key metabolic factors
reactome:Pathway1997,RA biosynthesis pathway
reactome:Pathway2160,Extracellular matrix organization
reactome:Pathway2203,Zinc transporters
reactome:Pathway2435,RNA Polymerase I Promoter Escape
reactome:Pathway1090,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB
reactome:Pathway1852,MET activates PTK2 signaling
reactome:Pathway2146,TBC/RABGAPs
reactome:Pathway215,Synthesis of bile acids and bile salts
reactome:Pathway585,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
reactome:Pathway1575,SARS-CoV Infections
reactome:Pathway2129,Lysosome Vesicle Biogenesis
reactome:Pathway614,Signaling by CSF1 (M-CSF) in myeloid cells
reactome:Pathway1408,Diseases associated with O-glycosylation of proteins
reactome:Pathway2141,Cargo recognition for clathrin-mediated endocytosis
reactome:Pathway2383,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
reactome:Pathway761,ADP signalling through P2Y purinoceptor 1
reactome:Pathway2116,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
reactome:Pathway2181,ABC-family proteins mediated transport
reactome:Pathway703,Recruitment of NuMA to mitotic centrosomes
reactome:Pathway2279,Caspase-mediated cleavage of cytoskeletal proteins
reactome:Pathway339,Phenylalanine metabolism
reactome:Pathway111,CS/DS degradation
reactome:Pathway1576,SARS-CoV-1 Infection
reactome:Pathway309,Vitamin B5 (pantothenate) metabolism
reactome:Pathway1889,Formyl peptide receptors bind formyl peptides and many other ligands
reactome:Pathway90,Fructose biosynthesis
reactome:Pathway538,FCERI mediated Ca+2 mobilization
